gid,nom_barrio,esquina,calle,calle2,suj-column,nro_artef,sem-artef,sem-arte_2,sem-arte_3,sem-arte_4,sem-arte_5,sem-arte_6,artef_camb,viscera,lampcambio,led,tipo led,suj-soport,de-cargado,de-bateria,de-cabl al,de_cam s_n,c-estado,lng,lat
270,NULL,270,AV. ARMENIA,EL CEIBO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79814447073771,-27.468641338669872
271,NULL,271,AV. ARMENIA,EL CEIBO,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","3*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79821107015873,-27.46884799543314
272,NULL,272,AV. ARMENIA,QUINQUELA MARTIN,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79011989152666,-27.46664775959318
273,NULL,273,AV. ARMENIA,QUINQUELA MARTIN,"con pescante 5,5m.",6,1*300+2*200,1*300+2*200,"3*200
","3*200
","3*200
","2*200
",no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79013550155325,-27.466792156345118
274,NULL,274,AV. LIBERTAD,AV. LAPRIDA NARCISO,"con pescante 5,5m.",6,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
","2*200
",no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78691810168645,-27.465851042668557
275,NULL,275,AV. LIBERTAD,AV. LAPRIDA NARCISO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78685667725237,-27.46607047228962
276,NULL,276,AV. LIBERTAD,D. ROCHA,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.7841062590397,-27.465248733352542
277,NULL,277,AV. LIBERTAD,D. ROCHA,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78388405769512,-27.465186571400228
278,NULL,278,AV. CHACABUCO,AYACUCHO,alumbrado público,1,1*300+2*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81275276984139,-27.471201554719425
279,NULL,279,AV. CHACABUCO,AYACUCHO,con pescante 4m.,2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81257547707747,-27.471094634871413
280,NULL,280,AV. CHACABUCO,AYACUCHO,"con pescante 5,5m.",1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81264347292791,-27.471286319800523
281,NULL,281,AV. CHACABUCO,AYACUCHO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81260830788226,-27.47122520182468
286,NULL,286,AV. POMAR,AV. POMAR,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80578283675281,-27.470525682466263
287,NULL,287,AV. POMAR,AV. POMAR,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80554331754035,-27.470664333591532
288,NULL,288,PDTE. DR. RAUL RICARDO ALFONSIN,TACUARI,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80532047863516,-27.472779480040863
289,NULL,289,PDTE. DR. RAUL RICARDO ALFONSIN,TACUARI,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80518214042818,-27.473036102041696
290,NULL,290,PDTE. DR. RAUL RICARDO ALFONSIN,MEDRANO,baja recta 3m.,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79721879061502,-27.475001557140185
291,NULL,291,PDTE. DR. RAUL RICARDO ALFONSIN,M. A. ACEVEDO,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79733964145463,-27.475181173778683
297,NULL,297,AV. CHACABUCO,LUIS BRAILLE,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81431598304366,-27.476672024016906
298,NULL,298,AV. CHACABUCO,LUIS BRAILLE,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.814083573034104,-27.476681440828678
299,NULL,299,LAS HERAS,AV. JOSE R. VIDAL,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81540280365317,-27.482910370637885
300,NULL,300,LAS HERAS,AV. JOSE R. VIDAL,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81567659466713,-27.483028322047783
301,NULL,301,LAS HERAS,AV. JOSE R. VIDAL,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.815425203970825,-27.483030669585837
302,NULL,302,AV. CAZADORES CORRENTINOS,AV. JOSE R. VIDAL,baja recta 3m.,1,2*300,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.816298454996804,-27.48665645618116
303,NULL,303,AV. CAZADORES CORRENTINOS,AV. JUAN R. VIDAL,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"1*300+2*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81619657560511,-27.48667523622757
304,NULL,304,AV. CAZADORES CORRENTINOS,AV. JOSE R. VIDAL,"con pescante 5,5m.",1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.816078818909126,-27.48668227872903
305,NULL,305,AV. CAZADORES CORRENTINOS,GUEMES,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80830820023468,-27.48651090904849
306,NULL,306,AV. CAZADORES CORRENTINOS,GUEMES,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80821558256883,-27.486683450992246
307,NULL,307,AV. CAZADORES CORRENTINOS,TACUARI,baja recta 3m.,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.807546089523946,-27.486385316966302
308,NULL,308,AV. CAZADORES CORRENTINOS,TACUARI,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80733703832308,-27.486346582935678
309,NULL,209,AV. PTE. NICOLAS AVELLANEDA,TACUARI,baja recta 3m.,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.807358208027274,-27.48650856135692
310,NULL,310,AV. CAZADORES CORRENTINOS,LAS PIEDRAS,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80142538745856,-27.487140039034045
311,NULL,311,AV. PTE. NICOLAS AVELLANEDA,LAS PIEDRAS,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.801336739111136,-27.48734779240365
312,NULL,312,AV. PTE. NICOLAS AVELLANEDA,MEDRANO,"con pescante 5,5m.",3,1*300+2*200,1*300+2*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79946189375238,-27.48740061064369
313,NULL,313,AV. PTE. NICOLAS AVELLANEDA,MEDRANO,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.799295182025084,-27.48741234807427
314,NULL,314,AV. PTE. NICOLAS AVELLANEDA,MEDRANO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79934281389663,-27.487621274699887
315,NULL,315,AV. GDOR. RUIZ,SANCHES DE BUSTAMANTE,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.789694041710256,-27.489110156975578
316,NULL,316,AV. JUAN DOMINGO PERON,SANCHES DE BUSTAMANTE,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78972182695189,-27.489302648213418
317,NULL,317,AV. JUAN DOMINGO PERON,SANCHES DE BUSTAMANTE,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78947837494664,-27.489147716226128
318,NULL,318,AV. JUAN DOMINGO PERON,SANCHES DE BUSTAMANTE,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.789510129514774,-27.489341381124635
319,NULL,319,AV. JUAN DOMINGO PERON,ALEJANDRO DUMAS,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78605284580265,-27.489731056676842
320,NULL,320,AV. JUAN DOMINGO PERON,ALEJANDRO DUMAS,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78591656553236,-27.489945847464273
321,NULL,321,AV. JUAN DOMINGO PERON,MILAN,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.784932172501826,-27.489907114539506
322,NULL,322,AV. JUAN DOMINGO PERON,MILAN,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78495995774124,-27.49010899412381
323,NULL,323,AV. JUAN DOMINGO PERON,MILAN,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78470856708496,-27.489943499797544
324,NULL,324,AV. JUAN DOMINGO PERON,MILAN,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.784754875851,-27.490138337016273
325,NULL,325,AV. JUAN DOMINGO PERON,RUTA NACIONAL N° 12,baja recta 3m.,NULL,1*300+2*200,1*300+2*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.779779629634575,-27.490411972714075
327,NULL,327,AV. JUAN DOMINGO PERON,RUTA NACIONAL N° 12,baja recta 3m.,2,1*300+2*200,1*300+2*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.77972825983208,-27.49051906894212
328,NULL,328,AV. JUAN DOMINGO PERON,RUTA NACIONAL N° 12,"con pescante 5,5m.",2,3*200,3*300,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.77964242270482,-27.490263728178636
329,NULL,329,AV. MAIPU,AV. SARMIENTO,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"1*300+2*200
","3*200
","3*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83026850283932,-27.477196180528274
330,NULL,330,AV. MAIPU,AV. SARMIENTO,baja recta 3m.,2,1*300+2*200,1*300+2*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.830133545687445,-27.47736991090882
331,NULL,331,AV. MAIPU,AV. SARMIENTO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83010972963714,-27.477745543278353
332,NULL,332,AV. MAIPU,NECOCHEA,"con pescante 5,5m.",2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.828906526931426,-27.479271915074357
333,NULL,333,AV. MAIPU,GRAL. PAZ,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82872311114725,-27.479154153010967
334,NULL,334,AV. MAIPU,GRAL. PAZ,"con pescante 5,5m.",3,1*300+2*200,3*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82882631359747,-27.479346661664376
335,NULL,335,AV. MAIPU,TTE. IBAÑEZ,"con pescante 5,5m.",4,1*300+2*200,3*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82579639324949,-27.483156854212513
336,NULL,336,AV. MAIPU,TTE. IBAÑEZ,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.825679959704416,-27.482987828084024
337,NULL,337,AV. MAIPU,AV. EL MAESTRO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82485698562757,-27.4843517673042
338,NULL,338,AV. MAIPU,AV. EL MAESTRO,"con pescante 5,5m.",3,1*300+2*200,1*300+2*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.8248940327615,-27.483999633117225
339,NULL,339,AV. MAIPU,CAZADORES CORRENTINOS,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.823156790153384,-27.486470417283424
340,NULL,340,AV. MAIPU,CAZADORES CORRENTINOS,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82305888012712,-27.486327218916554
341,NULL,341,NTRA. SEÑORA DE LA ASUNION,AV. MAIPU,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81991384906765,-27.491126022180918
342,NULL,242,AV. MAIPU,NTRA. SEÑORA DE LA ASUNION,"con pescante 5,5m.",3,1*300+2*200,1*300+2*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81985298602968,-27.49124104535277
343,NULL,243,AV. MAIPU,NTRA. SEÑORA DE LA ASUNION,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81966907390817,-27.491161233325826
344,NULL,344,AV. MAIPU,AV. MAIPU,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.819416359913944,-27.491955829501713
345,NULL,345,AV. MAIPU,AV. MAIPU,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.8192522944207,-27.491899491965608
346,NULL,346,AV. MAIPU,FGTA. SARMIENTO,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81793183115735,-27.494231605578793
347,NULL,347,AV. MAIPU,FGTA. SARMIENTO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.817820690043526,-27.494081375252417
348,NULL,348,AV. MAIPU,NICARAGUA,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*300
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81480598523018,-27.49881235718974
349,NULL,349,AV. MAIPU,NICARAGUA,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.814635965765305,-27.49867856386948
350,NULL,350,AV. MAIPU,NICARAGUA,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.8147252755596,-27.498922091021736
351,NULL,351,AV. MAIPU,NICARAGUA,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.8145083466646,-27.498872564973468
352,NULL,352,AV. MAIPU,ALTA GRACIA,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81061569712919,-27.507772028842805
353,NULL,353,AV. MAIPU,ALTA GRACIA,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81043930301859,-27.5075452269548
354,NULL,354,AV. MAIPU,GUAYQUIRARO,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.807363102921734,-27.513712164028572
355,NULL,355,AV. MAIPU,GUAYQUIRARO,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80719120644597,-27.513584521722038
356,NULL,356,AV. EL MAESTRO,COSQUIN,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.826712643487504,-27.49443523940253
357,NULL,357,AV. EL MAESTRO,COSQUIN,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.826462575917816,-27.494363645383153
358,NULL,358,AV. PATAGONIA,AV. EL MAESTRO,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.826059028191565,-27.492287399869344
359,NULL,359,AV. PATAGONIA,AV. EL MAESTRO,alumbrado público,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.826347465946135,-27.492249841703767
360,NULL,360,AV. PATAGONIA,AV. EL MAESTRO,"con pescante 5,5m.",3,1*300+2*200,1*300+2*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.82626543323933,-27.492055008214514
361,NULL,361,AV. PATAGONIA,AV. EL MAESTRO,alumbrado público,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.826045797145476,-27.492106650813874
362,NULL,362,JOSE MANUEL ESTRADA,AV. PATAGONIA,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83104847236859,-27.490523324323842
363,NULL,363,AV. PATAGONIA,JOSE MANUEL ESTRADA,alumbrado público,2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83107890384637,-27.49063834814261
364,NULL,364,JOSE MANUEL ESTRADA,AV. PATAGONIA,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.831131828182635,-27.490725202788994
365,NULL,365,AV. PATAGONIA,JOSE MANUEL ESTRADA,alumbrado público,2,1*300+2*200,1*300+2*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.831160936632244,-27.490502197509354
366,NULL,366,AV. PATAGONIA,JOSE MANUEL ESTRADA,baja recta 3m.,1,3*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.831405711737936,-27.490692338932647
367,NULL,367,AV. PATAGONIA,JOSE MANUEL ESTRADA,alumbrado público,1,1*300+2*200,ninguno,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83128133948525,-27.49074985074228
368,NULL,368,AV. TTE. IBAÑEZ,JOSE MANUEL ESTRADA,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83095056367339,-27.484807193682283
369,NULL,369,AV. TTE. IBAÑEZ,JOSE MANUEL ESTRADA,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83093336329044,-27.48466868826976
370,NULL,370,AV. SARMIENTO,CORREA FERNANDEZ,"con pescante 5,5m.",3,1*300+2*200,3*200,2*200,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83077988298421,-27.48329066730876
