gid,nom_barrio,esquina,calle,calle2,suj-column,nro_artef,sem-artef,sem-arte_2,sem-arte_3,sem-arte_4,sem-arte_5,sem-arte_6,artef_camb,viscera,lampcambio,led,tipo led,suj-soport,de-cargado,de-bateria,de-cabl al,de_cam s_n,c-estado,lng,lat
371,NULL,371,AV. SARMIENTO,CORREA FERNANDEZ,baja recta 3m.,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83094394851531,-27.483188547555752
372,NULL,372,CUIDAD DE AREQUIPA,PERUGORRIA,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83247743144562,-27.484503186108313
373,NULL,373,CUIDAD DE AREQUIPA,AV. TTE. IBAÑEZ,baja recta 3m.,2,3*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.8325541715715,-27.485306046771687
374,NULL,374,CUIDAD DE AREQUIPA,AV. TTE. IBAÑEZ,baja recta 3m.,3,3*200,3*200,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83235041280992,-27.485252053364157
375,NULL,375,AV. TTE. IBAÑEZ,PIO XII,"con pescante 5,5m.",2,1*300+2*200,1*300+2*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.837780451787125,-27.485468027712553
376,NULL,376,AV. TTE. IBAÑEZ,PIO XII,"con pescante 5,5m.",4,1*300+2*200,3*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83778574427445,-27.485252054397016
377,NULL,377,AV. TTE. IBAÑEZ,JOSE R. VIDAL,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.839309965752335,-27.485268487453983
378,NULL,378,AV. TTE. IBAÑEZ,JOSE R. VIDAL,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83938670612274,-27.485047818675405
379,NULL,379,AV. TTE. IBAÑEZ,ALBERDI,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.845531224101265,-27.48450553614412
380,NULL,380,AV. TTE. IBAÑEZ,ALBERDI,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.845721751801655,-27.484442152196983
381,HIPODROMO,NULL,AV. ARMENIA,ZACARIAS SANCHEZ,NULL,1,ninguno,ninguno,ninguno,ninguno,ninguno,ninguno,NULL,NULL,NULL,NULL,NULL,simple,NULL,NULL,NULL,NULL,NULL,-58.80837808057563,-27.467145724604382
382,NULL,229,H. IRIGOYEN,ESPAÑA,NULL,NULL,ninguno,ninguno,ninguno,ninguno,ninguno,ninguno,NULL,NULL,NULL,NULL,NULL,doble,Ninguno,no,bueno,no,bueno,-58.82917232257393,-27.4692023240279
383,NULL,316,AV. JUAN DOMINGO PERON,MONTECARLO,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.79521196701834,-27.48790235835586
384,NULL,159,QUINTANA,LA RIOJA,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.8376148185237,-27.46284174554239
502,NULL,NULL,AV. GDOR. JUAN PUJOL,GDOR. CNEL SANTIAGO BAIBIENE,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.827072965376544,-27.462835657639786
503,JUAN XXIII,NULL,AV. DEL IV CENTENARIO,AV. JUAN DE GARAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.837976052967946,-27.49324124912161
504,PIO X,NULL,AV. DEL IV CENTENARIO,AV. COLON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83804115419132,-27.489035031713243
505,ANAHI,NULL,AV. ARMENIA,CABO ROQUE E. SANCHEZ,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.79613192962271,-27.46813888750578
506,JARDIN,NULL,LAS VIOLETAS,AV. EVA PERON,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.7755960165464,-27.46029684631083
507,VICTOR COLAS,NULL,AV. JUAN R. FERNANDEZ,AV. EVA PERON,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78653862408215,-27.461528507365358
509,NULL,NULL,25 DE mayo,LA RIOJA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.837628375000605,-27.464003166244655
510,NULL,NULL,LAS HERAS,AV. JOSE R. VIDAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81547788171554,-27.482950863151245
512,NULL,NULL,PLACIDO MARTINEZ,LA RIOJA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.837393564443055,-27.46165164868399
513,NULL,NULL,AV. 3 DE ABRIL,CATAMARCA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83378904019161,-27.475831882462046
514,NULL,NULL,AV. 3 DE ABRIL,DR. VARGAS GOMEZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83371105226715,-27.476241898611875
515,LA ROSADA,NULL,SANTA FE,CARLOS PELLEGRINI,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.830319567139085,-27.46592001412313
516,CENTRO,NULL,SANTA FE,9 DE julio,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.830283310565086,-27.466957022540765
517,NULL,NULL,JUJUY,AV. GDOR. JUAN PUJOL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82717864381558,-27.46297759007924
518,NULL,NULL,AV. GDOR. JUAN PUJOL,GDOR. JOSE M. PAMPIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82722381180609,-27.46273185785677
519,NULL,NULL,AV. GDOR. JUAN PUJOL,GDOR. JOSE M. PAMPIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82718222303587,-27.462713218986394
520,CENTRO,NULL,HIPOLITO IRIGOYEN ,SAN JUAN,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.836786114307664,-27.468627119363003
521,NULL,NULL,AV. GDOR. JUAN PUJOL,GDOR. CNEL SANTIAGO BAIBIENE,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82692235002249,-27.462897441183006
501,DEPORTES,NULL,LA RIOJA,PLACIDO MARTINEZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.837364849543064,-27.461740696446938
524,CENTRO,NULL,HIPOLITO IRIGOYEN ,CORDOBA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83444278127774,-27.468845458565127
525,CENTRO,NULL,IPOLITO IRIGOYEN,CATAMARCA,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.833270963605585,-27.468809881627337
526,CENTRO,NULL,HIPOLITO IRIGOYEN,SAN LORENZO,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.831793747020065,-27.46918078744076
527,CENTRO,NULL,HIPOLITO IRIGOYEN,SANTA FE,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.830484739815454,-27.469317639745782
528,LA ROSADA,NULL,9 DE julio,SAN JUAN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83654210322336,-27.466485657555005
529,LA RODASA,NULL,9 DE julio,MENDOZA,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83535076100813,-27.466446775762403
530,DEPORTES,NULL,9 DE julio,RIOJA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83785886907291,-27.466255551061007
531,LA ROSADA,NULL,9 DE julio,CORDOBA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83414521567631,-27.466631252177116
532,LA ROSADA,NULL,9 DE julio,CATAMARCA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.832816573491804,-27.466636367563353
533,CENTRO,NULL,9 DE julio,SAN LORENZO,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83157190061397,-27.46691704025301
534,MALVINAS ARGENTINAS,NULL,AV. PAYSANDU,CRUZ DEL SUR,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82571628700408,-27.499197778497596
535,MALVINAS ARGENTINAS,NULL,AV. PAYSANDU,CRUZ DEL SUR,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82580971544926,-27.499552164224905
536,MALVINAS ARGENTINAS,NULL,AV. PAYSANDU,CRUZ DEL SUR,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.8255662170886,-27.499418376772432
537,MALVINAS ARGENTINAS,NULL,AV. PAYSANDU,CRUZ DEL SUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.825588805258384,-27.499213169049767
538,NULL,NULL,RUTA NACIONAL Nº 12,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78321989262327,-27.478061726418037
539,NULL,NULL,RUTA NACIONAL Nº 12,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78324365179782,-27.47806605070157
540,NULL,NULL,RUTA NACIONAL Nº 12,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78300133826129,-27.478231413504147
541,NULL,NULL,RUTA NACIONAL Nº 12,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78325899576665,-27.478217199392482
542,NULL,NULL,RUTA NACIONAL Nº 12,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.78314586052226,-27.478255209932176
543,VILLA ONGAY,NULL,AV. MAIPU,LYON,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81760989558277,-27.494799460010654
544,VILLA ONGAY,NULL,AV. MAIPU,LYON,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.817383104669815,-27.494650200714645
545,ANAHI,NULL,AV. ARMENIA,CABO ROQUE E. SANCHEZ,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.79600232123051,-27.468283164122024
546,NULL,NULL,MONTECARLOS,AV. PTE. TTE. GRAL. JUAN D. PERON,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.7954191864081,-27.487863789931072
547,NULL,NULL,AV. MONTECARLOS,AV. PTE. TTE. GRAL. JUAN D. PERON,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.7954325447664,-27.488119221650187
548,NULL,NULL,AV. MONTECARLOS,AV. PTE. TTE. GRAL. JUAN D. PERON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.79519103608898,-27.48815303663113
549,CENTRO,NULL,SANTA FE,SAN MARTIN,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.830806333744164,-27.470382527595575
550,CENTRO,NULL,SANTA FE,RIVADAVIA,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.831328115798144,-27.474916273938536
551,CENTRO,NULL,SANTA FE,M. MORENO,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.831019993749386,-27.473784804769288
552,CENTRO,NULL,SANTA FE,BELGRADO,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83108465849311,-27.472683679470624
553,CENTRO,NULL,SANTA FE,BOLIVAR,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.830721454148815,-27.471376300221493
554,CENTRO,NULL,SANTA FE,JUNIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83053012439286,-27.468169443024834
555,CENTRO,NULL,JUNIN,SAN LORENZO,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.831818529926,-27.468034957346752
556,CENTRO,NULL,HIPOLITO IRIGOYEN ,SAN JUAN,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83808523023,-27.468410190238554
557,CENTRO,193,PEATONAL JUNIN,LA RIOJA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83808617152089,-27.46737954285605
558,CENTRO,193,PEATONAL JUNIN,SAN JUAN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.8367645848653,-27.46759181838204
559,CENTRO,193,PEATONAL JUNIN,MENDOZA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.834431349687144,-27.467824646864567
560,CENTRO,193,PEATONAL JUNIN,MENDOZA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.82648225067362,-27.48230254792714
561,CENTRO,193,PEATONAL JUNIN,CORDOBA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.833102020148466,-27.467820212262502
563,NULL,NULL,AV. MAIPU,LAS HERAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.79969337071655,-27.521848416591325
564,CENTRO,193,PEATONAL JUNIN,CATAMARCA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.770615119780466,-27.485924384203425
565,NULL,NULL,AV. MAIPU,S/N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.77062196600968,-27.48598847940989
566,NULL,NULL,AV. ARMANDO CARMELO ROMERO,CALLE Nº 91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81515325842993,-27.49829676976006
567,NULL,NULL,AV. ARMANDO CARMELO ROMERO,CESAR ALVAREZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.832134830447984,-27.47179617765971
568,CONCEPCION,NULL,AV. MAIPU,ACONCAGUA,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81519059195717,-27.48041793409192
569,CENTRO,NULL,SAN LORENZO,BOLIVAR - BELGRANO,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.77542926838625,-27.460448737052428
570,RESIDENCIAL SANTA ROSA,NULL,AV. JUAN R. VIDAL,AV. JUAN R. VIDAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.808182930582305,-27.472091123359448
571,COLLANTES,NULL,AV. EVA PERON,LAS VIOLETAS,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.80823416328579,-27.47228083924721
572,HIPODROMO,NULL,PDTE. DR. RAUL RICARDO ALFONSIN,JUAN JOSE CASTELLI,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81524276884731,-27.48068023902201
574,VILLA CELIA,NULL,JUAN JOSE CASTELLI,PDTE. DR. RAUL RICARDO ALFONSIN,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81876637302077,-27.471597707502593
575,RESIDENCIAL SANTA ROSA,NULL,AV. JUAN R. VIDAL,GRAL. PAZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81857887227596,-27.47152794135844
577,LIBERTAD,NULL,AV. ARTIGAS,SAN MARTIN,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.813787800076106,-27.475471596181553
578,BELGRANO,NULL,AV. ARTIGAS,GDOR. DR. JOSE. R. GOMEZ,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.814024852129975,-27.475571366351684
579,ANTARTIDA ARGENTINA,1,AV. CHACABUCO,SUIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81923500363043,-27.47504391609475
580,BELGRANO,3,AV. CHACABUCO,SUIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.819207083681604,-27.474873960925226
582,BELGRANO,2,AV. ARTIGAS,SUIZA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81943144302574,-27.475024367251418
583,BELGRANO,1,AV. ARTIGAS,SUIZA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.813809910480195,-27.475556694955426
584,LIBERTAD,3,AV. ARTIGAS,M. MORENO,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.81859947406181,-27.471643831894305
585,ANTARTIDA ARGENTINA,2,AV. CHACABUCO,SUIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.77976873063135,-27.490432514151816
586,LIBERTAD,NULL,AV. ARTIGAS,GDOR. DR. JOSE R. GOMEZ,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.80745546681435,-27.472289427958476
326,NULL,226,AV. JUAN DOMINGO PERON,RUTA NACIONAL N° 12,"con pescante 5,5m.",3,3*300,3*300,"3*200
",ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80759442369707,-27.472446746007957
282,NULL,282,PDTE. DR. RAUL RICARDO ALFONSIN,FRANCIA,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.80640448458865,-27.472718439349645
283,NULL,283,PDTE. DR. RAUL RICARDO ALFONSIN,FRANCIA,"con pescante 5,5m.",5,1*300+2*200,1*300+2*200,"3*200
","3*200
","2*200
",ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.806430331922975,-27.472537158087686
284,NULL,284,PDTE. DR. RAUL RICARDO ALFONSIN,AV. POMAR,"con pescante 5,5m.",4,1*300+2*200,1*300+2*200,"3*200
","3*200
",ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.808008355882635,-27.472141897899597
285,NULL,285,PDTE. DR. RAUL RICARDO ALFONSIN,AYACUCHO,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.79676237326911,-27.47511149803795
573,HIPODROMO,NULL,PDTE. DR. RAUL RICARDO ALFONSIN,JUAN JOSE CASTELLI,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.7968633107317,-27.475181233628078
292,NULL,292,PDTE. DR. RAUL RICARDO ALFONSIN,SAMUEL MORSE,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.78880722142683,-27.476467381322998
293,NULL,293,PDTE. DR. RAUL RICARDO ALFONSIN,SAMUEL MORSE,alumbrado público,2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.788714403977224,-27.476646054918213
294,NULL,294,PDTE. DR. RAUL RICARDO ALFONSIN,GODOY CRUZ,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.788449703222646,-27.47651204029386
295,NULL,295,PDTE. DR. RAUL RICARDO ALFONSIN,GODOY CRUZ,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.83387194239252,-27.476001543130725
296,NULL,296,PDTE. DR. RAUL RICARDO ALFONSIN,GODOY CRUZ,"con pescante 5,5m.",2,1*300+2*200,3*200,ninguno,ninguno,ninguno,ninguno,no,200,no,amarillo 200,12v,doble,Ninguno,no,bueno,no,bueno,-58.81453301629733,-27.478527603310297
508,NULL,NULL,AV. 3 DE ABRIL,CATAMARCA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-58.83561535458926,-27.467602310856545
96,NULL,96,AV. INDEPENDENCIA,AV. CHACABUCO,"con pescante 5,5m.",2,3*200,3*300,ninguno,ninguno,ninguno,ninguno,85,200,no,amarillo 200,12v,doble,12V,no,bueno,no,bueno,,
559,CENTRO,193,PEATONAL JUNIN,MENDOZA,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,